,question,contexts,ground_truth,evolution_type,metadata,episode_done
25,How can you manage access to your health records and request changes?,"['If you change your mind, you may \nretract your written approval at any time. \uf0b7 If sharing your health information is not allowed by or limited by a state law, we will \nobey the law that protects your health information best. What are your rights? The following are your rights with regards to your health records. If you would like to exercise \nany of the following rights, please contact us. We can be reached at 1-877-658-0305. \uf0b7 You have the right to ask us to give your records only to certain people or groups and \nto say for what reasons. You also have the right to ask us to stop your records from \nbeing given to family members or others who are involved in your healthcare. Please \nnote that while we will try to follow your wishes, the law does not make us do so. \uf0b7 You have the right to ask to get confidential communications of your health records. For example, if you believe that you would be harmed if we send your records to your \ncurrent mailing address, you can ask us to send your health records by other means. Other means might be fax or an alternate address. \uf0b7 You have the right to view and get a copy of all the records we keep about you in \nyour designated record set. This consists of anything we use to make decisions about \nyour health. It includes enrollment, payment, claims processing and medical \nmanagement records. \uf0b7 You have a right to opt out of sharing your name, address and protected health \ninformation. You do not have the right to get certain types of health records. We may \ndecide not to give you the following: \n \n\uf0b7 Information contained in psychotherapy notes. \uf0b7 Information collected in reasonable anticipation of, or for use in a court case or \nanother legal proceeding.', 'You may have the right to have our action reviewed. You have the right to ask us to make changes to wrong or incomplete health records we keep \nabout you. These changes are known as amendments. Any request for an amendment must be in \nwriting. You need to give a reason for your change(s). We will get back to you in writing no \nlater than 60 days after we receive your request. If we need additional time, we may take up to \nanother 30 days. We will inform you of any delays and the date when we will get back to you. If we make your changes, we will let you know they were made. We will also give your changes \nto others who we know have your health records and to other persons you name. If we choose \nnot to make your changes, we will let you know why in writing. You will have a right to submit \na letter disagreeing with us. We have a right to answer your letter. You then have the right to \nask that your original request for changes, our denial and your second letter disagreeing with us \nbe put with your health records for future disclosures. By law, we do not have to give you a list \nof the following: \n \n\uf0b7 Health records given or used for treatment, payment and healthcare operations \npurposes. \uf0b7 Health records given to you or others with your written approval. \uf0b7 Information that is incidental to use or disclosure otherwise permitted. \uf0b7 Health records given to persons involved in your care or for other notification \npurposes. \uf0b7 Health records used for national security or intelligence purposes. \uf0b7 Health records given to prisons, police, FBI, and others who enforce laws or health \noversight agencies. \uf0b7 Health records given or used as part of a limited data set for research, public health or \nhealthcare operations purposes. To receive an accounting of disclosures, your request must be in writing. We will act on your \nrequest within 60 days.']","You have the right to ask us to give your records only to certain people or groups and to specify the reasons for doing so. Additionally, you can request that your records not be shared with family members or others involved in your healthcare. You also have the right to request confidential communications of your health records, such as sending them to a different address or via fax. Furthermore, you can view and obtain a copy of all the records we hold about you, including enrollment, payment, claims processing, and medical management records. If you believe there are errors or incomplete information in your health records, you can request changes known as amendments. Any such request must be made in writing, providing a reason for the change(s). We will respond within 60 days of receiving your request, with a possible extension of up to 30 days if needed. If changes are made, we will notify you and share them with relevant parties. If changes are not made, we will provide a written explanation and you have the right to submit a letter of disagreement.",multi_context,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 131, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}, {'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 132, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
26,"What is the Board of Directors' role in decision-making at California Health & Wellness, especially regarding the Public Policy Committee's input on operational changes?","['You may ask questions or share any concerns that you have about the delivery \nof services. To learn more, call Member Services at 1-877-658-0305 (For TTY, contact \nCalifornia Relay by dialing 711 and provide the Member Services number: 1-877-658-0305). Member Participation in the Public Policy Process \n \nCalifornia Health & Wellness Members may volunteer to be on our Public Policy Committee. The Public Policy Committee is responsible for providing input in the development of public \npolicy for the plan. It is a standing committee that meets at least quarterly. The membership of this committee is made up of: \n \n\uf0b7 At least half of the members are Members of California Health & Wellness Plan \n\uf0b7 At least one member is a member of the Board of Directors \n\uf0b7 At least one member is a provider \n \nChanges to operations that may affect how California Health & Wellness delivers healthcare to \nour Members will be considered by this committee. This review will occur before a proposed \naction is taken to the health plan Board of Directors for a final decision. If you would like to be a member of the Public Policy Committee, call Member Services at 1-\n877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member \nServices number: 1-877-658-0305). ']",The answer to given question is not present in context,multi_context,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 100, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
27,"What support does the Regional Center provide for individuals receiving BHT services, including those with intellectual disabilities and autism?","[' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n59 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \n\uf0b7 Have an intellectual disability (ICF/ID) and need procedures done in a hospital or an \nintermediate care facility. If you are currently receiving BHT services through a Regional Center, the Regional Center will \ncontinue to provide these services until a plan for transition is developed. Further information \nwill be available at that time. You can call California Health &Wellness if you have any questions or ask your Primary Care \nProvider for screening, diagnosis and treatment of ASD. Cost to Member: \n\uf0b7 There is no cost to the Member for these services.', ' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n58 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \n \n\uf0b7 Nebulizers (including face mask and tubing), inhaler spacers and peak flow meters \nfor management and treatment of asthma; and \n\uf0b7 Member education on proper use of nebulizers, inhaler spacers and peak flow meters \nfor asthma. Behavioral Health Treatment for Autism Spectrum Disorder \n \nCalifornia Health & Wellness covers behavioral health treatment (BHT) for autism spectrum \ndisorder (ASD). This treatment includes applied behavior analysis and other evidence-based \nservices.']",The Regional Center provides BHT services for individuals with intellectual disabilities and autism until a transition plan is developed. Further information will be available at that time.,multi_context,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 59, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}, {'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 58, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
28,How does your PCP handle specialty care referrals and when are extended referrals needed for ongoing specialist care?,"['Your PCP will talk to you about your healthcare needs. If your PCP cannot give you the services \nyou need, he/she will refer you to a specialist or hospital for treatment. Your PCP will request \nthe referral for you. You must get the referral before you see the specialist. What services can I get without a referral? You may self-refer for certain covered services. No referral or approval is required from your \nPCP or California Health & Wellness for: \n \n\uf0b7 Preventive care \n\uf0b7 Urgent or emergency care \n\uf0b7 Family planning  \n\uf0b7 OB/GYN  \n\uf0b7 HIV testing and counseling  \n\uf0b7 Treatment for a sexually transmitted disease \n\uf0b7 Abortion  \n \nYou may receive benefit coverage for these services whether or not the doctor is in the California \nHealth & Wellness provider network. If I need specialist care for a long time, do I have to ask for a referral from my \nPCP each time I see the specialist? No. If you need ongoing care from a specialist because of a serious or life-threatening problem, \nthe specialist can ask California Health & Wellness for an extended referral. Some conditions may need ongoing care from a specialist. Health problems that could get an \nextended referral include cardiovascular disease, asthma, diabetes, Multiple Sclerosis (MS) or \nHIV/AIDS. ']","Your PCP will talk to you about your healthcare needs and provide referrals to specialists or hospitals for treatment if necessary. For ongoing specialist care due to serious or life-threatening conditions like cardiovascular disease, asthma, diabetes, Multiple Sclerosis (MS), or HIV/AIDS, the specialist can request an extended referral from California Health & Wellness. In such cases, you do not need to ask for a referral from your PCP each time you see the specialist.",multi_context,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 21, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
29,What details are needed for a first-time prescription with California Health & Wellness?,"['\uf0b7 Make sure you give the pharmacy your correct address and phone number. \uf0b7 Make sure the pharmacy knows about all medications you are taking and any allergies \nyou have to any medicine. \uf0b7 If you have any questions about your prescriptions(s), make sure you ask the \npharmacist. For New Prescriptions: \n \nIf you are filling a prescription for the first time, you must get your prescribed drugs from a \npharmacy that works with California Health & Wellness. California Health & Wellness provides \nprescriptions for our Members through pharmacies that are contracted with US Script. You can \nfind a list of pharmacies and their hours of operation in the California Health & Wellness printed \nProvider Directory or to find pharmacies near you, call Member Services at 1-877-658-0305 (For \nTTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-\n658-0305). You can also search for pharmacies near you and their hours of operation by using \nthe Find a Provider tool at www.CAHealthWellness.com. For Prescription Refills: \n \nCalifornia Health & Wellness allows a 30-day supply of your prescription drugs at a time. You \ncan get a 90-day supply of oral contraceptives at a time. For refills of your covered medications, \nyou can go to a pharmacy that works with California Health & Wellness. When do I need approval for a prescription to be filled? Some drugs on the PDL have limits or require prior approval before your prescription can be \nfilled. Drugs not on the PDL also require a prior approval. If your doctor feels you have a \nmedical reason to get the drug, they can ask California Health & Wellness for coverage  \n']","For a first-time prescription with California Health & Wellness, you must provide your prescribed drugs from a pharmacy that is contracted with US Script. You can find a list of pharmacies and their hours of operation in the California Health & Wellness printed Provider Directory or by calling Member Services at 1-877-658-0305. Additionally, you can search for pharmacies near you and their hours of operation using the Find a Provider tool at www.CAHealthWellness.com.",multi_context,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 36, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
30,"What are the eligibility criteria for BHT services for individuals with ASD, and where can one find help for screening, diagnosis, and treatment in California?","['This means the services have been reviewed and have been shown to work. The \nservices should develop or restore, as much as possible, the daily functioning of a Member with \nASD. BHT services must be: \n\uf0b7 Medically necessary; and  \n\uf0b7 \nPrescribed by a licensed doctor or a licensed psychologist; and \n\uf0b7 Approved by the Plan; and  \n\uf0b7 Given in a way that follows the Member’s Plan-approved treatment plan. You may qualify for BHT services if: \n\uf0b7 You are under 21 years of age; and  \n\uf0b7 Have a diagnosis of ASD; and  \n\uf0b7 Have behaviors that interfere with home or community life. Some examples include \nanger, violence, self-injury, running away, or difficulty with living skills, play and/or \ncommunication skills. You do not qualify for BHT services if you: \n\uf0b7 Are not medically stable; or  \n\uf0b7 Need 24-hour medical or nursing services; or  \n', 'You can call California Health \n&Wellness if you have any \nquestions or ask your Primary \nCare Provider for screening, \ndiagnosis and treatment of \nASD. Biofeedback \nNot Covered \n \nBirthing Centers \nCovered \nLimitations may apply \nBlood and Blood Derivative Products \n \n \nCovered \nDesignated providers for \ncontract blood factors \n \nOther limitations may apply \nBlood Pressure Equipment \nCovered \nCovered only for documented \nmalignant hypertension or End \nStage Renal Disease \nBone Density Testing \nCovered  \nOne test per year for specified \ndiagnoses \n \nNot covered if for screening \npurposes only \nBreast Pumps \nCovered \n \nCalifornia Children’s Services (CCS) \nProgram medical services for children \nwith certain special health problems \nCovered by CCS \nProgram \nContact the CCS Program for \nmore information \n \nOnly for Members under age \n21 years \nClinical Trials \nCovered \nMember and trial must meet \nspecific medical criteria \nCertified Nurse Midwife  \nCovered  \n \n']","The eligibility criteria for BHT services for individuals with ASD include being under 21 years of age, having a diagnosis of ASD, and exhibiting behaviors that interfere with home or community life such as anger, violence, self-injury, running away, or difficulties with living, play, and communication skills. Help for screening, diagnosis, and treatment of ASD in California can be obtained by contacting California Health & Wellness or consulting with a Primary Care Provider.",multi_context,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 58, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}, {'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 44, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
31,When will California Health & Wellness respond to my grievance/appeal submission and who can file an appeal?,"[' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n105 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \ndoctor can file a grievance or appeal for you. If you need assistance in completing a grievance or \nan interpreter, please call Member Services at 1-877-658-0305 (For TTY, contact California \nRelay by dialing 711 and provide the Member Services number: 1-877-658-0305). Our Member \nService Representatives, or the Member Services Manager can help you file a grievance. How soon will I hear back from California Health & Wellness? Within five (5) calendar days of receiving your grievance, California Health & Wellness will \nsend a letter to let you know we have your grievance and are working on it. Within 30 calendar \ndays of receiving your grievance, we will send you a letter explaining how your grievance was \nresolved. Filing an Appeal \n \nSometimes California Health & Wellness may make a decision or take an action that affects your \ncare. You will know that California Health & Wellness is taking an action because we will send \nyou a letter. The letter is called a Notice of Action (Action). Actions occur when California Health & Wellness: \n \n\uf0b7 Delays or denies the care requested \n\uf0b7 Decreases the amount of care \n\uf0b7 Ends care that has previously been approved \n \nIf you do not agree with the Action, you may ask for an appeal. An appeal is a request to review \nan Action or decision.', ' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n106 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \nWho may file an appeal? \uf0b7 You, the Member (or the parent or guardian of a minor Member) \n\uf0b7 A person named by you \n\uf0b7 A doctor acting for you \n \nYou must give written permission if someone else files an appeal for you. California Health & \nWellness will include a form in the Notice of Action letter. You can also obtain this form on our \nwebsite at www.CAHealthWellness.com. If you need help, call Member Services at 1-877-658-\n0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services \nnumber: 1-877-658-0305). We can assist you in filing an appeal.']","Within five (5) calendar days of receiving your grievance, California Health & Wellness will send a letter to let you know we have your grievance and are working on it. Within 30 calendar days of receiving your grievance, we will send you a letter explaining how your grievance was resolved. You, the Member (or the parent or guardian of a minor Member), a person named by you, or a doctor acting for you may file an appeal.",multi_context,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 105, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}, {'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 106, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
32,What healthcare services are in CBAS for adults and how to access them?,['Covered if received in a \nFederally Qualified Health \nCenter or Rural Health Center. Child Health and Disability Prevention \n(CHDP) Services \nCovered \n \nChristian Science Practitioners \nCovered by \nMedi-Cal  \nFee-For-Service \nContact Medi-Cal Fee-for-\nService Program for \ninformation \n \nCircumcision  \n \nNot Covered if \nroutine or \nelective \n \nCovered if \nmedically \nnecessary \n \nCommunity Based Adult Services \n(CBAS) \nCovered \nLimitations apply \nComprehensive Perinatal Services \nProgram \nCovered \nLimitations may apply  \nCosmetic Surgery (not medically \nnecessary) \nNot Covered \n \nDental (dental providers/services) \n \nCovered by \nDenti-Cal \nContact the Denti-Cal program \nfor more information  \n'],"CBAS (Community Based Adult Services) provides healthcare services for adults, with limitations that may apply. To access these services, individuals should inquire directly with the CBAS program for more information.",multi_context,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 45, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
33,What foods can WIC coupons be used for?,"['For a list \nof local county offices, see http://www.dhcs.ca.gov/services/chdp/Pages/CountyOffices.aspx. Women, Infants and Children (WIC) \n \nWIC gives pregnant women, new mothers and children up to the age of five (5) nutrition \ninformation and coupons to buy healthy foods. Your provider may refer you or your child to the \nWIC program. You can also ask your provider to find out more about WIC or contact Member \nServices at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the \n1-877-658-0305). ']",The answer to given question is not present in context,multi_context,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 78, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
34,How does your PCP at California Health & Wellness handle your healthcare and what choices do you have in selecting one?,"['           \n \n                \n \n \n \n \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n12 \nSection 3: Choosing Your PCP and setting up Your Medical Home \n \nImportance of Your Primary Care Provider (PCP) \nAt California Health & Wellness, we believe you and your family are best served when your \nprimary care provider (PCP) works with you to actively direct your healthcare needs. That is \nwhy we want you to choose a PCP you are comfortable with and can best meet you and your \nfamily’s needs. Your PCP can be a doctor, nurse practitioner, certified nurse midwife or physician assistant who \nyou see on a regular basis to take care of your medical needs. You should receive all of your \nbasic medical care from your PCP. Your PCP: \n \n\uf0b7 Manages your healthcare services  \n\uf0b7 Provides most of your healthcare, including preventive services  \n\uf0b7 Refers you to a specialist when you need one \n\uf0b7 Approves and arranges for needed hospital care  \n \nYour PCP has a responsibility to:   \n \n\uf0b7 Make sure you get all medically necessary services in a timely manner. \uf0b7 Follow-up on the care you get from other medical providers.', '           \n \n                \n \n \n \n \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n14 \nYou can choose any PCP in our network if they are taking new patients. You can choose a \ndifferent PCP for each family member. When picking a PCP, look for one of the following kinds \nof providers: \n \n\uf0b7 Pediatricians \n\uf0b7 Family/General Practitioners \n\uf0b7 Internal Medicine \n\uf0b7 Obstetricians/Gynecologists \n\uf0b7 Registered Nurse Practitioners \n\uf0b7 Physician Assistants (under the supervision of a physician) \n\uf0b7 Certified Nurse Midwives \n \nYou may also choose a doctor within a local Federally Qualified Health Center (FQHC) for your \nprimary care. Women can have OB/GYNs as their PCP, children can have pediatricians and \nthose with HIV/AIDS can have HIV/AIDS specialists if they are available. Specialists can be \nyour PCP for special needs upon request. If you are a Native American, you can get services at any Indian Health Service Facility. You \ncan also leave California Health & Wellness at any time and get services through the Medi-Cal \nFee-For-Service Program. You also have the right not to enroll in a Medi-Cal managed care \nplan. You will only be able to see your assigned Primary Care Physician (PCP) listed on your ID Card \nfor most services. Your PCP will also arrange any specialty care for you. Some members may \nbe assigned to a PCP that is part of an Independent Practice Association (IPA). An IPA is a \ngroup of doctors that work together to provide the care you need. If you are assigned to an IPA, \nin order for services to be covered, all medical and hospital services must be provided or \nauthorized by the IPA. For some services, such as Family Planning or reproductive health visits, \nyou do not need to get approval from your PCP, your IPA or California Health & Wellness to see \nanother provider. If you would like to select a different PCP, a copy of our Provider Directory is included in this \npacket. You can also find the most up-to-date listing of providers on our website, \nwww.CAHealthWellness.com. Go to “Find a Provider.” There you will see contact information, \nspecialties, what language they speak and hospital affiliation. If you need help, you can call our \nMember Services Department.']","Your PCP at California Health & Wellness manages your healthcare services, provides most of your healthcare including preventive services, refers you to a specialist when needed, and approves and arranges for necessary hospital care. You have the choice to select any PCP within the network who is accepting new patients. Different types of providers you can choose from include pediatricians, family/general practitioners, internal medicine doctors, obstetricians/gynecologists, registered nurse practitioners, physician assistants, and certified nurse midwives. Women can have OB/GYNs as their PCP, children can have pediatricians, and those with HIV/AIDS can have specialists if available. Specialists can also be your PCP for special needs upon request. If you are a Native American, you can receive services at any Indian Health Service Facility. You have the option to leave California Health & Wellness at any time and receive services through the Medi-Cal Fee-For-Service Program. You also have the right not to enroll in a Medi-Cal managed care plan. Most services will require you to see your assigned Primary Care Physician (PCP) listed on your ID Card, who will also coordinate any specialty care needed. Some members may be assigned to a PCP within an Independent Practice Association (IPA), which is a group of doctors working together to provide necessary care. For certain services like Family Planning or reproductive health visits, you do not need approval from your PCP, IPA, or California Health & Wellness to see another provider. A Provider Directory is included in the packet for selecting a different PCP, and the most up-to-date listing of providers can be found on the website. Contact information, specialties, languages spoken, and hospital affiliations are available on the website under 'Find a Provider'. If assistance is needed, the Member Services Department can be contacted.",multi_context,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 12, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}, {'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 14, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
35,"Why is it recommended to have a dental checkup before getting pregnant, given the significance of early medical visits and healthy habits during pregnancy?","[""Seeing your doctor early \nwill help your baby get off to a good start. It's even better to see your doctor before \nyou get pregnant to get your body ready for pregnancy. \uf0b7 Make an appointment with your dentist for a cleaning and checkup. ""]","Having a dental checkup before getting pregnant is recommended to ensure that your oral health is in good condition before pregnancy. This is important because hormonal changes during pregnancy can affect your oral health, and addressing any dental issues beforehand can help prevent potential complications. Additionally, maintaining good oral health is essential for overall health and well-being during pregnancy.",multi_context,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 93, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
