,question,contexts,answer,ground_truth,answer_correctness,answer_relevancy,context_precision,context_recall,faithfulness
22,What steps does California Health & Wellness take to ensure quality healthcare for its members?,"['# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness\n\n## Section 12: Providing Quality Care\n\nCalifornia Health & Wellness is committed to providing quality healthcare for you through continuous monitoring and evaluation of care and services. Our primary goal is to work with you to improve your health and help you manage your care with any illness or disability. Our program is consistent with National Committee on Quality Assurance (NCQA) as well as state and federal regulations. To help promote safe, reliable and quality healthcare, our programs include: • • • Conducting a thorough check on practitioners and providers before they are accepted as part of the California Health & Wellness provider network Monitoring the access that California Health & Wellness Members have to all types of healthcare services Providing programs and educational items about general healthcare and specific diseases • Sending reminders to you to get annual tests, such as age- and gender-appropriate services like physicals, cervical cancer screenings and breast cancer screenings • Investigating your concerns regarding the healthcare you received. If you have a concern about the care you received from your doctor or any service provided by California Health & Wellness, please call Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305). California Health & Wellness believes that getting input from Members like you can help make the services and quality of our programs better. We conduct a Member survey each year that asks questions about your experience with the healthcare and services you are receiving.California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com99']","California Health & Wellness is dedicated to providing high-quality healthcare for its members. They achieve this through continuous monitoring and evaluation of care and services, ensuring their programs align with National Committee on Quality Assurance (NCQA) standards and state and federal regulations.  They also actively engage members by conducting annual surveys to gather feedback and improve their services. 
","California Health & Wellness takes several steps to ensure quality healthcare for its members, including conducting thorough checks on practitioners and providers before accepting them into the network, monitoring member access to healthcare services, providing educational programs about general healthcare and specific diseases, sending reminders for annual tests, and investigating member concerns about the care received. These measures are aimed at promoting safe, reliable, and quality healthcare for all members.",0.7617634896896304,0.9214690096434395,0.9999999999,1.0,1.0
23,What information can be found in the Member Handbook provided by California Health & Wellness?,"['# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness\n\n## Section 9: Resources to Help Answer Your Questions\n\nWe are here to help you. Our Member Services Department will tell you how California Health & Wellness works and how to get the care you need. The Member Services call center can help you to: • • Find a PCP Schedule an appointment with your PCP • Obtain a new Member ID card • Obtain information about covered and non-covered benefits • Understand how to file grievance or appeal • Obtain a list of health plan providers • Report potential fraud issues • Request new member materials • Obtain information about case management Call Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305). We are open Monday through Friday, from 8 a.m. to 5 p.m. Calls received after business hours are sent directly to 24-hour Nurse Line (see 24-hour Nurse Line description below). 24-hour Nurse Line nurses are available 24 hours a day, 7 days a week.\n\n### California Health & Wellness Website\n\nThe California Health & Wellness website can be found at www.CAHealthWellness.com. It has helpful resources and information such as: Member Handbook • • Find a Provider tool • Current news and events • Member self-service features • Online appeal or grievance submission • Commonly used forms • Health education libraryCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number).www.CAHealth Wellness.com 87']","The Member Handbook provided by California Health & Wellness contains information about the health plan, including covered and non-covered benefits, how to file a grievance or appeal, and how to find a provider. You can access the Member Handbook online at the California Health & Wellness website, www.CAHealthWellness.com. 
",The Member Handbook provided by California Health & Wellness contains information regarding the healthcare provider's duty to be efficient and fair in caring for you as well as other patients.,0.39422395145841704,0.9901936277436644,0.0,0.0,1.0
24,What services does California Health & Wellness provide to its members?,"[""# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness\n\n## Section 7: Your Benefits and Services\n\nThis section describes your California Health & Wellness covered benefits and benefit limits, as well as other Medi-Cal benefits outside of California Health & Wellness by the state's Medi-Cal program (see the “Medi-Cal Benefits Not Covered by California Health & Wellness” section in this handbook). With California Health & Wellness, you are able to receive medical services and benefits listed in this section. You are responsible to pay for any services not covered by California Health & Wellness or not covered by Medi-Cal. From time to time, there may be changes in the services that we cover or that are covered by Medi-Cal. When there are changes, we will send you a notice.\n\n### PLEASE NOTE:\n\n• California Health & Wellness will not limit or deny services because of a condition you already have. • For services which are medically necessary and covered by California Health & Wellness, you will not have any co-payments (co-pays), deductibles or other cost sharing. • • • If California Health & Wellness does not pay a provider for medically necessary covered services, you will not be responsible for payment. If you receive healthcare services which are not medically necessary or if you receive care from doctors who are out of the California Health & Wellness network, you may be responsible for payment (except in the event of an emergency). If you have questions about medical necessity or which doctors are in our network, call Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305).California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com56""]","California Health & Wellness provides a wide range of medical services and benefits to its members. These services are outlined in the Member Handbook, which includes a section dedicated to covered benefits and benefit limits.  The plan covers medically necessary services and does not require co-payments, deductibles, or other cost-sharing from members. 
","California Health & Wellness provides choices to its members, including setting up a medical home by choosing a primary care provider (PCP) and participating in special programs to help members stay healthy. It works with the State of California to deliver Medi-Cal benefits and services, overseen by the California Department of Health Care Services (DHCS) and California Department of Managed Health Care (DMHC). California Health & Wellness aims to ensure members receive the healthcare they need and personal attention they deserve.",0.3846242324458637,0.9999999999999996,0.9999999999,1.0,0.8888888888888888
25,How can you manage access to your health records and request changes?,"['# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness In certain situations, we may not let you get a copy of your health records. You will be informed in writing. You may have the right to have our action reviewed. You have the right to ask us to make changes to wrong or incomplete health records we keep about you. These changes are known as amendments. Any request for an amendment must be in writing. You need to give a reason for your change(s). We will get back to you in writing no later than 60 days after we receive your request. If we need additional time, we may take up to another 30 days. We will inform you of any delays and the date when we will get back to you. If we make your changes, we will let you know they were made. We will also give your changes to others who we know have your health records and to other persons you name. If we choose not to make your changes, we will let you know why in writing. You will have a right to submit a letter disagreeing with us. We have a right to answer your letter. You then have the right to ask that your original request for changes, our denial and your second letter disagreeing with us be put with your health records for future disclosures. By law, we do not have to give you a list of the following: • Health records given or used for treatment, payment and healthcare operations purposes. • • • Health records given to you or others with your written approval. Information that is incidental to use or disclosure otherwise permitted. Health records given to persons involved in your care or for other notification purposes. • Health records used for national security or intelligence purposes. • Health records given to prisons, police, FBI, and others who enforce laws or health oversight agencies. • Health records given or used as part of a limited data set for research, public health or healthcare operations purposes. To receive an accounting of disclosures, your request must be in writing. We will act on your request within 60 days. If we need more time, we may take up to another 30 days. Your first list will be free. We will give you one (1) free list every 12 months. If you ask for another list within 12 months, we may charge you a fee. We will tell you the fee in advance and give you a chance to take back your request.California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com132']","You have the right to request changes to your health records if you believe they are incorrect or incomplete. This is known as an amendment. To request an amendment, you must submit a written request outlining the changes you want made and providing a reason for your request. California Health & Wellness will respond to your request in writing within 60 days, or up to 90 days if additional time is needed. If your request is approved, they will inform you and share the changes with others who have access to your records. If your request is denied, you will receive a written explanation and have the right to submit a letter disagreeing with their decision. 
","You have the right to ask us to give your records only to certain people or groups and to specify the reasons for doing so. Additionally, you can request that your records not be shared with family members or others involved in your healthcare. You also have the right to request confidential communications of your health records, such as sending them to a different address or via fax. Furthermore, you can view and obtain a copy of all the records we hold about you, including enrollment, payment, claims processing, and medical management records. If you believe there are errors or incomplete information in your health records, you can request changes known as amendments. Any such request must be made in writing, providing a reason for the change(s). We will respond within 60 days of receiving your request, with a possible extension of up to 30 days if needed. If changes are made, we will notify you and share them with relevant parties. If changes are not made, we will provide a written explanation and you have the right to submit a letter of disagreement.",0.7496082190747257,0.9482301715096924,0.9999999999,0.5555555555555556,0.9166666666666666
26,"What is the Board of Directors' role in decision-making at California Health & Wellness, especially regarding the Public Policy Committee's input on operational changes?","['# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\n## Community Advisory Committee\n\ncalifornia health & wellness You can help California Health & Wellness with the way our health plan works. We have a Community Advisory Committee that gives Members like you a chance to share your thoughts and ideas with California Health & Wellness. At the meetings, you have a chance to talk about the way services are delivered and give us feedback on our cultural and linguistic services program. We may ask Members, parents/foster parents, guardians of children who are Members, member advocates and California Health & Wellness staff to join in the meeting. This gives you a chance to talk about your concerns with a variety of people. You also have a chance to tell us how we are doing. You may ask questions or share any concerns that you have about the delivery of services. To learn more, call Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305).\n\n## Member Participation in the Public Policy Process\n\nCalifornia Health & Wellness Members may volunteer to be on our Public Policy Committee. The Public Policy Committee is responsible for providing input in the development of public policy for the plan. It is a standing committee that meets at least quarterly. The membership of this committee is made up of: At least half of the members are Members of California Health & Wellness Plan At least one member is a member of the Board of Directors • • • At least one member is a provider Changes to operations that may affect how California Health & Wellness delivers healthcare to our Members will be considered by this committee. This review will occur before a proposed action is taken to the health plan Board of Directors for a final decision. If you would like to be a member of the Public Policy Committee, call Member Services at 1- 877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305).California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com100']","The Board of Directors at California Health & Wellness has the final decision-making authority on operational changes. The Public Policy Committee, which includes members, a Board of Director, and a provider, reviews proposed changes that may affect healthcare delivery before they are presented to the Board. This means the Board considers the input of the Public Policy Committee before making a final decision on any operational changes. 
",The answer to given question is not present in context,0.8166259871584607,0.9090372721873864,0.0,1.0,0.75
27,"What support does the Regional Center provide for individuals receiving BHT services, including those with intellectual disabilities and autism?","['# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness • Have an intellectual disability (ICF/ID) and need procedures done in a hospital or an intermediate care facility. If you are currently receiving BHT services through a Regional Center, the Regional Center will continue to provide these services until a plan for transition is developed. Further information will be available at that time. You can call California Health &Wellness if you have any questions or ask your Primary Care Provider for screening, diagnosis and treatment of ASD.\n\n## Cost to Member:\n\n• There is no cost to the Member for these services.\n\n## Blood and Blood Products\n\nWe cover blood and blood products except for the cost of handling blood that someone donates for a specific patient.\n\n## Clinical Trials\n\nWe cover services that are related to a clinical trial at no charge when all of the following are met: • You have been diagnosed with cancer or another life-threatening disease. • You have been accepted into a clinical trial for cancer. • Your physician thinks that the clinical trial will benefit you. • The services are covered in this Member Handbook. • • The clinical trial is to treat your life-threatening condition and not just to find out if a drug is safe. The clinical trial must involve a drug that does not need a new drug application or does not need to be approved by the National Institutes of Health, Food and Drug Administration (FDA), Department of Defense or Department of Veterans Affairs.California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number).www.CAHealth Wellness.com 59']","The Regional Center provides ongoing support for individuals receiving BHT services, including those with intellectual disabilities and autism. This support continues until a transition plan is developed, at which point further information will be provided.  If you have any questions about this process, you can contact California Health & Wellness directly. 
",The Regional Center provides BHT services for individuals with intellectual disabilities and autism until a transition plan is developed. Further information will be available at that time.,0.9066815001563753,0.9697421854757994,0.9999999999,1.0,0.8
28,How does your PCP handle specialty care referrals and when are extended referrals needed for ongoing specialist care?,"['# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness Always make sure you have a referral from your PCP first. If you have questions about getting a referral, call Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305).\n\n## When do I need a referral?\n\nYour PCP will talk to you about your healthcare needs. If your PCP cannot give you the services you need, he/she will refer you to a specialist or hospital for treatment. Your PCP will request the referral for you. You must get the referral before you see the specialist.\n\n## What services can I get without a referral?\n\nYou may self-refer for certain covered services. No referral or approval is required from your PCP or California Health & Wellness for: • Preventive care • Urgent or emergency care • Family planning • OB/GYN • HIV testing and counseling • Treatment for a sexually transmitted disease • Abortion You may receive benefit coverage for these services whether or not the doctor is in the California Health & Wellness provider network.\n\n## If I need specialist care for a long time, do I have to ask for a referral from my PCP each time I see the specialist?\n\nNo. If you need ongoing care from a specialist because of a serious or life-threatening problem, the specialist can ask California Health & Wellness for an extended referral. Some conditions may need ongoing care from a specialist. Health problems that could get an extended referral include cardiovascular disease, asthma, diabetes, Multiple Sclerosis (MS) or HIV/AIDS.California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number).www.CAHealth Wellness.com 21']","Your primary care physician (PCP) will handle specialty care referrals for you. They will request the referral on your behalf, and you must have the referral before seeing the specialist. If you need ongoing care from a specialist due to a serious or life-threatening condition, the specialist can request an extended referral from California Health & Wellness. This allows you to receive care from the specialist without needing a new referral from your PCP each time. Some conditions that may qualify for an extended referral include cardiovascular disease, asthma, diabetes, Multiple Sclerosis (MS), or HIV/AIDS. 
","Your PCP will talk to you about your healthcare needs and provide referrals to specialists or hospitals for treatment if necessary. For ongoing specialist care due to serious or life-threatening conditions like cardiovascular disease, asthma, diabetes, Multiple Sclerosis (MS), or HIV/AIDS, the specialist can request an extended referral from California Health & Wellness. In such cases, you do not need to ask for a referral from your PCP each time you see the specialist.",0.9098686100145332,0.9152110140492732,0.9999999999,1.0,1.0
29,What details are needed for a first-time prescription with California Health & Wellness?,"['# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness\n\n## How to Get a Prescription Filled at the Pharmacy:\n\nChoose a network pharmacy near you. • • Bring your prescription to the pharmacy. • Give the prescription to the pharmacy with your California Health & Wellness Member ID card. This will help the pharmacy fill your prescription. • Make sure you give the pharmacy your correct address and phone number. • Make sure the pharmacy knows about all medications you are taking and any allergies • you have to any medicine. If you have any questions about your prescriptions(s), make sure you ask the pharmacist.\n\n### For New Prescriptions:\n\nIf you are filling a prescription for the first time, you must get your prescribed drugs from a pharmacy that works with California Health & Wellness. California Health & Wellness provides prescriptions for our Members through pharmacies that are contracted with US Script. You can find a list of pharmacies and their hours of operation in the California Health & Wellness printed Provider Directory or to find pharmacies near you, call Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877- 658-0305). You can also search for pharmacies near you and their hours of operation by using the Find a Provider tool at www.CAHealthWellness.com.\n\n### For Prescription Refills:\n\nCalifornia Health & Wellness allows a 30-day supply of your prescription drugs at a time. You can get a 90-day supply of oral contraceptives at a time. For refills of your covered medications, you can go to a pharmacy that works with California Health & Wellness.\n\n## When do I need approval for a prescription to be filled?\n\nSome drugs on the PDL have limits or require prior approval before your prescription can be filled. Drugs not on the PDL also require a prior approval. If your doctor feels you have a medical reason to get the drug, they can ask California Health & Wellness for coverageCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com36']","For a first-time prescription with California Health & Wellness, you'll need to visit a pharmacy that is part of their network. You can find a list of network pharmacies in the California Health & Wellness Provider Directory, or by calling Member Services at 1-877-658-0305. You can also search for pharmacies online at www.CAHealthWellness.com. When you go to the pharmacy, be sure to bring your prescription and your California Health & Wellness Member ID card. 
","For a first-time prescription with California Health & Wellness, you must provide your prescribed drugs from a pharmacy that is contracted with US Script. You can find a list of pharmacies and their hours of operation in the California Health & Wellness printed Provider Directory or by calling Member Services at 1-877-658-0305. Additionally, you can search for pharmacies near you and their hours of operation using the Find a Provider tool at www.CAHealthWellness.com.",0.7783569819489932,0.9502891734790587,0.9999999999,1.0,1.0
30,"What are the eligibility criteria for BHT services for individuals with ASD, and where can one find help for screening, diagnosis, and treatment in California?","['# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness • Have an intellectual disability (ICF/ID) and need procedures done in a hospital or an intermediate care facility. If you are currently receiving BHT services through a Regional Center, the Regional Center will continue to provide these services until a plan for transition is developed. Further information will be available at that time. You can call California Health &Wellness if you have any questions or ask your Primary Care Provider for screening, diagnosis and treatment of ASD.\n\n## Cost to Member:\n\n• There is no cost to the Member for these services.\n\n## Blood and Blood Products\n\nWe cover blood and blood products except for the cost of handling blood that someone donates for a specific patient.\n\n## Clinical Trials\n\nWe cover services that are related to a clinical trial at no charge when all of the following are met: • You have been diagnosed with cancer or another life-threatening disease. • You have been accepted into a clinical trial for cancer. • Your physician thinks that the clinical trial will benefit you. • The services are covered in this Member Handbook. • • The clinical trial is to treat your life-threatening condition and not just to find out if a drug is safe. The clinical trial must involve a drug that does not need a new drug application or does not need to be approved by the National Institutes of Health, Food and Drug Administration (FDA), Department of Defense or Department of Veterans Affairs.California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number).www.CAHealth Wellness.com 59']","The California Health & Wellness plan covers Behavioral Health Treatment (BHT) services for individuals with Autism Spectrum Disorder (ASD) who have an intellectual disability (ICF/ID) and require procedures in a hospital or intermediate care facility. If you are currently receiving BHT services through a Regional Center, they will continue to provide these services until a transition plan is developed. For screening, diagnosis, and treatment of ASD, you can contact California Health & Wellness directly or speak with your Primary Care Provider. 
","The eligibility criteria for BHT services for individuals with ASD include being under 21 years of age, having a diagnosis of ASD, and exhibiting behaviors that interfere with home or community life such as anger, violence, self-injury, running away, or difficulties with living, play, and communication skills. Help for screening, diagnosis, and treatment of ASD in California can be obtained by contacting California Health & Wellness or consulting with a Primary Care Provider.",0.4526438819944596,0.8709247298243697,0.9999999999,0.5,0.7142857142857143
31,When will California Health & Wellness respond to my grievance/appeal submission and who can file an appeal?,"['# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\n## Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness\n\n### Section 13: What to Do If You Are Not Satisfied\n\nWe hope you will always be happy with us and our network providers. If you are not happy, please let us know. California Health & Wellness has steps for handling any problems you may have. California Health & Wellness offers all of our Members the following processes to achieve Member satisfaction: • Grievance Process • Expedited Review Request • Access to State Fair Hearing\n\n_START_OF_TABLE_\nTABLE_IN_MARKDOWN:\n|-|-|\n| What is a grievance? | What is an appeal? |\n| A grievance is a complaint or an expression of dissatisfaction about any matter. | An appeal is when you ask us to review a decision or action (sometimes such a decision is called an “adverse determination""). |\n| Example: You are not happy with the services you received or with how you were | Example: You asked for services and got a |\n| treated. | denial letter. |\n\n_END_OF_TABLE_\nFiling a GrievanceCalifornia Health & Wellness wants to fully resolve your problems or concerns. If you wish to file a complaint, grievance or appeal a decision, the process used to resolve your complaint or appeal is call the Grievance Process. Filing a grievance will not affect your healthcare services or your benefits. A grievance may be filed directly by you or you may appoint another person to act on your behalf. If you want another person to act for you, you must submit a signed release form to allow him or her to act for you. A complaint about services or care must be submitted within 180 calendar days of the occurrence or action about which you were not satisfied.How to File a GrievanceWe want to know your concerns so we can improve our services. Again, filing a grievance will not affect your healthcare services. To file a grievance, you can do any of the following:California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number).www.CAHealth Wellness.com 103']","California Health & Wellness will respond to your grievance or appeal submission within a reasonable timeframe, but a specific timeframe isn't mentioned in the provided document.  You can file an appeal if you disagree with a decision or action taken by California Health & Wellness, such as a denial of services.  You can file a grievance directly or appoint someone to act on your behalf, but you must submit a signed release form if you choose to have someone else act for you. 
","Within five (5) calendar days of receiving your grievance, California Health & Wellness will send a letter to let you know we have your grievance and are working on it. Within 30 calendar days of receiving your grievance, we will send you a letter explaining how your grievance was resolved. You, the Member (or the parent or guardian of a minor Member), a person named by you, or a doctor acting for you may file an appeal.",0.7331873266961737,0.0,0.9999999999,1.0,0.8571428571428571
32,What healthcare services are in CBAS for adults and how to access them?,"[""# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness CBAS centers also offer training and support for your family and/or caregiver. You may qualify for CBAS if: • You used to get these services from an Adult Day Health Care (ADHC) center and you are approved to get CBAS • Your Primary Care Provider refers you for CBAS and you are approved to get CBAS by California Health & Wellness • You are referred to CBAS by a hospital, skilled nursing facility or community agency and you are approved to get CBAS by California Health & Wellness\n\n## Diabetes Management and Treatment\n\nWe cover medically necessary services, supplies and equipment for insulin dependent, non- insulin dependent and gestational diabetes. We also cover: • Over-the-counter test strips, pumps, and syringes • • Prescription medications like insulin and glucagons Outpatient self-management training, education, and nutrition therapy if provided by a licensed health care professional\n\n## Doctor Visits, Exams and Surgery by a Participating Provider\n\nWe cover services you get in a doctor's office, like well-baby care, immunizations, physical exams, and family planning. We also cover medically necessary doctor visits and exams at: • Your home – House calls by a California Health & Wellness provider in the service area when your California Health & Wellness provider finds that you can best get services in your home • Hospitals • Skilled Nursing Facilities (Also see the “Preventive Care Services” section of this handbook.)California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number).www.CAHealth Wellness.com 61""]","The California Health & Wellness (CHW) CBAS program offers a variety of services for adults, including diabetes management and treatment, doctor visits, exams, and surgery. To access these services, you must be referred by your Primary Care Provider, a hospital, skilled nursing facility, or community agency and approved by CHW. You can also qualify for CBAS if you previously received services from an Adult Day Health Care (ADHC) center. 
","CBAS (Community Based Adult Services) provides healthcare services for adults, with limitations that may apply. To access these services, individuals should inquire directly with the CBAS program for more information.",0.5831762123692987,0.9295596581458231,0.9999999999,0.5,0.9090909090909091
33,What foods can WIC coupons be used for?,"['# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness\n\n## Voluntary Sterilization Services\n\nWe cover vasectomies and tubal ligations.\n\n## Well-Child Care\n\nThe Child Health & Disability Prevention (CHDP) program offers: • Health history • Medical, dental, nutritional and developmental assessment • Immunizations • Vision and hearing testing • Lead Toxicity Screening • Some laboratory tests (e.g., tuberculin, sickle cell, blood and urine tests, pap smears) • Health education, including smoking and information on second-hand smoke This program also helps babies and toddlers (0-36 months) who have or are at risk for a developmental disability. These children will be referred to their local county office for enrollment requirements. For a list of local county offices, see http://www.dhcs.ca.gov/services/chdp/Pages/CountyOffices.aspx.\n\n## Women, Infants and Children (WIC)\n\nWIC gives pregnant women, new mothers and children up to the age of five (5) nutrition information and coupons to buy healthy foods. Your provider may refer you or your child to the WIC program. You can also ask your provider to find out more about WIC or contact Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305).California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number).www.CAHealth Wellness.com 78']","The California Health & Wellness plan doesn't specify what foods WIC coupons can be used for.  However, it does state that the WIC program provides nutrition information and coupons to buy healthy foods for pregnant women, new mothers, and children up to the age of five.  For more information about WIC, you can contact your provider or Member Services at 1-877-658-0305. 
",The answer to given question is not present in context,0.1749975068442971,0.0,0.0,1.0,0.8571428571428571
34,How does your PCP at California Health & Wellness handle your healthcare and what choices do you have in selecting one?,"[""# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness Because California Health & Wellness is always working to have the most complete provider network to serve all of our Members, please check the Find a Provider tool on our website at www.CAHealthWellness.com to see if new providers have been added.\n\n## What happens if I don't choose a PCP?\n\nIf you do not choose a PCP within 30 days after you enroll, California Health & Wellness will choose a PCP on your behalf. The PCP's name and phone number will be on your California Health & Wellness Member ID card. If you do not want that PCP, call Member Services at 1- 877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305) right away to choose another PCP.\n\n## When and how can I change my PCP?\n\nWe encourage you to have a close relationship with your PCP. You can change your PCP at any time if: • You are not satisfied with your PCP's services • You want the same or different PCP as other family members • Your PCP is no longer in your area • Your PCP does not provide the services you seek because of religious or moral reasons You must notify us when you change your PCP. Before you see another PCP, you must let us know. You can do this by calling Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305), writing us a letter or by using the secure online Member health account at www.CAHealthWellness.com. Sometimes your PCP may ask that you be assigned to another PCP. This may be because you do not keep your appointments, do not follow the PCP's medical advice or disrupt the office. This request cannot be because of your medical condition.\n\n## Do I have to see my PCP for OB/GYN care?\n\nWomen can go to any network doctor, family practitioner nurse practitioner or certified nurse midwife for routine and preventive OB/GYN care. You do not need approval from California Health & Wellness or a referral from your PCP. Women can also have OB/GYNs, certified California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com 16""]","Your Primary Care Physician (PCP) at California Health & Wellness is your main point of contact for most of your healthcare needs. They will coordinate your care, provide preventive services, and refer you to specialists when necessary. You have the flexibility to choose your PCP, and you can change it at any time if you are not satisfied with their services or if your needs change. If you don't choose a PCP within 30 days of enrollment, California Health & Wellness will assign one to you. 
","Your PCP at California Health & Wellness manages your healthcare services, provides most of your healthcare including preventive services, refers you to a specialist when needed, and approves and arranges for necessary hospital care. You have the choice to select any PCP within the network who is accepting new patients. Different types of providers you can choose from include pediatricians, family/general practitioners, internal medicine doctors, obstetricians/gynecologists, registered nurse practitioners, physician assistants, and certified nurse midwives. Women can have OB/GYNs as their PCP, children can have pediatricians, and those with HIV/AIDS can have specialists if available. Specialists can also be your PCP for special needs upon request. If you are a Native American, you can receive services at any Indian Health Service Facility. You have the option to leave California Health & Wellness at any time and receive services through the Medi-Cal Fee-For-Service Program. You also have the right not to enroll in a Medi-Cal managed care plan. Most services will require you to see your assigned Primary Care Physician (PCP) listed on your ID Card, who will also coordinate any specialty care needed. Some members may be assigned to a PCP within an Independent Practice Association (IPA), which is a group of doctors working together to provide necessary care. For certain services like Family Planning or reproductive health visits, you do not need approval from your PCP, IPA, or California Health & Wellness to see another provider. A Provider Directory is included in the packet for selecting a different PCP, and the most up-to-date listing of providers can be found on the website. Contact information, specialties, languages spoken, and hospital affiliations are available on the website under 'Find a Provider'. If assistance is needed, the Member Services Department can be contacted.",0.5768904356047337,0.9006178463225157,0.9999999999,1.0,0.42857142857142855
